index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
2775	main-news	MSRpar	2012test	491	none	none	board chancellor robert bennett declined to comment on personnel matters tuesday, as did mills.	mr. mills declined to comment yesterday, saying that he never discussed personnel matters.	3.000
2776	main-news	MSRpar	2012test	492	none	none	general jeffrey said he would donate his military pension to charity for the period he was in office at yarralumla.	maj-gen jeffery said he would give his military pension to charity while he served at yarralumla.	4.727
2777	main-news	MSRpar	2012test	493	none	none	tampa bay manager lou piniella, bench coach john mclaren and right fielder aubrey huff were ejected for arguing after huff was called out on strikes to end the ninth.	tampa bay manager lou piniella, bench coach john mclaren and huff all were ejected in the middle of the ninth.	3.800
2778	main-news	MSRpar	2012test	494	none	none	the venture owns five oil refineries and more than 2,100 filling stations in russia and ukraine.	tnk-bp has six oil producing units, five refineries and 2,100 filling stations.	3.000
2779	main-news	MSRpar	2012test	495	none	none	other changes in the plan refine his original vision, libeskind said.	many of the changes are improvements to the original plan, libeskind said.	4.600
2780	main-news	MSRpar	2012test	498	none	none	rep. peter deutsch, d-fla., criticized the fda's efforts in florida.	peter deutsch, d-fla., said he wanted to congratulate the fda.	2.000
2781	main-news	MSRpar	2012test	500	none	none	there are now 37 active probable cases in the gta, compared with 70 cases on june 6.	and, globally, the number of active probable cases has declined to 573.	1.500
2782	main-news	MSRpar	2012test	506	none	none	sars has killed 296 people on china's mainland and infected more than 5,200.	throughout china's mainland, the disease has killed 300 people and infected more than 5,270.	3.200
2783	main-news	MSRpar	2012test	507	none	none	the redesigned finder also features search, coloured labels for customized organization of documents and projects and dynamic browsing of the network for mac, windows and unix file servers.	it also supports coloured labels to better organise documents, and dynamic browsing of the network for mac, windows and unix file servers.	3.000
2784	main-news	MSRpar	2012test	508	none	none	the lawyer representing torch concepts, rich marsden did not respond to repeated phone calls.	officials with torch and jetblue did not respond to repeated phone calls from the mercury news seeking comment.	2.750
2785	main-news	MSRpar	2012test	509	none	none	he was voluntarily castrated in 2001, an operation he contends removed his ability to become sexually aroused.	devries, who was voluntarily castrated in august 2001, has said the surgery took away his ability to become sexually aroused.	4.500
2786	main-news	MSRpar	2012test	510	none	none	the s&p/tsx composite rose 87.74 points on the week, while the tsx venture exchange composite gained 44.49 points.	on the week, the dow jones industrial average rose 11.56 points, while the nasdaq stock market gained 39.42 points.	1.000
2787	main-news	MSRpar	2012test	511	none	none	in turn suse will license java 2 standard edition while also formalising an existing agreement to distribute sun's java virtual machine for running java applications.	nuremberg, germany-based suse will license sun's java 2 standard edition (j2se) and ship sun's java virtual machine across its linux software line.	3.750
2788	main-news	MSRpar	2012test	513	none	none	long lines formed outside gas stations and people rushed to get money from cash machines sunday as israelis prepared to weather a strike that threatened to paralyze the country.	long lines formed sunday outside gas stations and people rushed to get money from cash machines as israelis braced for the strike's effects.	4.500
2789	main-news	MSRpar	2012test	514	none	none	the tech-heavy nasdaq composite index fell 3.99, or 0.2 percent, to 1,682.72, following a two-day win of 55.93.	the technology-laced nasdaq composite index .ixic eased 8.52 points, or 0.51 percent, to 1,670.21.	1.500
2790	main-news	MSRpar	2012test	516	none	none	"we don't know if any will be sars,"" said dr. james young, ontario's commissioner of public safety."	we're being hyper-vigilant, said dr. james young, ontario's commissioner of public safety.	2.000
2791	main-news	MSRpar	2012test	517	none	none	sales for the quarter beat expectations, rising 37 percent year-on-year to 1.76 billion euros.	sales rose 37 per cent year-on-year to 1.76bn, beating expectations.	4.000
2792	main-news	MSRpar	2012test	518	none	none	the company said it would issue revised guidance for the full fiscal year next month when it releases its q2 results.	the company said it would renew its guidance for 2003 when it announces its second quarter results in mid-july.	3.200
2793	main-news	MSRpar	2012test	521	none	none	we haven't decided whether to use an unbroken or dotted white line, but this is an experiment worth introducing, said david richardson, the icc's cricket manager.	we haven't decided whether to use an unbroken or dotted white line, said dave richardson, the icc's cricket manager.	4.000
2794	main-news	MSRpar	2012test	522	none	none	shinseki retires wednesday after a 38-year career that included combat in vietnam and head of u.s. peacekeeping efforts in bosnia.	shinseki's career included combat in vietnam and head of u.s. peacekeeping efforts in bosnia.	3.000
2795	main-news	MSRpar	2012test	523	none	none	the department also sent water and soil samples to the state health laboratory.	water samples are being sent to the state health department for analysis.	3.250
2796	main-news	MSRpar	2012test	524	none	none	but that does not clear them of the obligation to do everything possible to protect civilians, and that is not what we're seeing.	but that does not clear them of the responsibility to do everything possible to minimize civilian harm.	3.400
2797	main-news	MSRpar	2012test	525	none	none	ross garber, rowland's lawyer, said tuesday he would attend the meeting and would ask to speak on the issue.	ross garber, rowland's legal counsel, said the governor would have no comment on the condo deal.	2.000
2798	main-news	MSRpar	2012test	529	none	none	previously he had seen the grinning mechanic from east java only on television.	mr hughes had seen amrozi's face on television, the infamous images of the grinning mechanic from east java.	3.400
2799	main-news	MSRpar	2012test	530	none	none	two years later, the insurance coverage would begin.	under the agreement, medicare coverage for drug benefits would begin in 2006.	2.800
2800	main-news	MSRpar	2012test	531	none	none	nasa satellite images show that arctic ice has been shrinking at the rate of nearly 10 percent a decade.	researchers found that sea ice in the arctic is disappearing at a rate of 9 percent each decade.	3.200
2801	main-news	MSRpar	2012test	533	none	none	biotech products, if anything, may be safer than conventional products because of all the testing, fraley said, adding that 18 countries have adopted biotechnology.	biotech products, if anything, may be safer than conventional products because of all the testing, said robert fraley, monsanto's executive vice president.	3.200
2802	main-news	MSRpar	2012test	536	none	none	a nationally board certified teacher with a master's degree, kelley makes a salary of $65,000 in his 30th year.	a nationally board certified teacher with a master's degree, kelley, in his 30th year teaching, makes $65,000.	4.750
2803	main-news	MSRpar	2012test	537	none	none	in vienna, the iaea said elbaradei would accept the invitation, although no date had yet been set.	in vienna, the international atomic energy agency said on monday elbaradei had accepted iran's invitation, but said no date had yet been set.	3.250
2804	main-news	MSRpar	2012test	539	none	none	the epidemic began in november in the mainland's guangdong province, but the people's republic of china refused to report truthfully about its spread for four months.	the prc epidemic began in guandong province in november, but the communist party government refused to report truthfully about its spread for four months.	4.250
2805	main-news	MSRpar	2012test	540	none	none	druce will face murder charges, conte said.	conte said druce will be charged with murder.	5.000
2806	main-news	MSRpar	2012test	541	none	none	that compared with $35.18 million, or 24 cents per share, in the year-ago period.	earnings were affected by a non-recurring $8 million tax benefit in the year-ago period.	1.600
2807	main-news	MSRpar	2012test	543	none	none	nick markakis, a left-hander from young harris junior college in georgia, went to the orioles with the seventh pick.	next, baltimore took nick markakis, a left-handed pitcher and outfielder from young harris junior college in georgia.	3.800
2808	main-news	MSRpar	2012test	544	none	none	"we remain hopeful that the city will agree to work with us and engage in good-faith discussions on this issue."""	"alhart said the governor ""remains hopeful that the city will continue to work with us and engage in good-faith discussions."""	3.500
2809	main-news	MSRpar	2012test	545	none	none	some women are also concerned that so many women are turning to cosmetic surgery in a quest for bodily perfection.	some women also express concern about a society in which more people than ever are turning to cosmetic surgery in a quest for bodily perfection.	4.750
2810	main-news	MSRpar	2012test	546	none	none	the notification was first reported friday by msnbc.	msnbc.com first reported the cia request on friday.	3.000
2811	main-news	MSRpar	2012test	549	none	none	there is, however, no photo of peter hollingworth in the june issue examined by the herald yesterday.	there is, however, no photograph of dr hollingworth in the june issue of the magazine examined by the age yesterday.	3.000
2812	main-news	MSRpar	2012test	551	none	none	we continue to work with the saudis on this, but they did not, as of the time of this tragic event, provide the additional security we requested.	but they did not, as of the time of this particular tragic event, provide the security we had requested, mr jordan said.	3.250
2813	main-news	MSRpar	2012test	553	none	none	a statement released by dei said green would begin driving the car on an interim basis beginning next week in the winston open at lowe's motor speedway.	it was announced that green will replace park in the dale earnhardt inc. no. 1 chevrolet, beginning with the winston open at lowe's motor speedway next week.	3.250
2814	main-news	MSRpar	2012test	554	none	none	costa's semifinal opponent is spaniard juan carlos ferrero, whom he beat in last year's final.	costa will play juan carlos ferrero next in a rematch of last year's final.	3.750
2815	main-news	MSRpar	2012test	555	none	none	doctors have speculated that the body's own estrogen protects against cell damage and improves blood flow.	their belief was based on speculation that estrogen prevents cell damage and improves blood flow.	4.250
2816	main-news	MSRpar	2012test	556	none	none	the technology-laced nasdaq composite index <.ixic> added 8.27 points, or 0.51 percent, to 1,633.53.	the broader standard & poor's 500 index .spx crept up 4.3 points, or 0.44 percent, to 980.52.	1.200
2817	main-news	MSRpar	2012test	558	none	none	no americans were reported among the casualties, according to capt. michael calvert, a spokesman for the regiment.	none of the casualties was americans, said capt. michael calvert, regiment spokesman.	5.000
2818	main-news	MSRpar	2012test	559	none	none	we think they have the right to choose.	we think peoplesoft customers deserve the right to choose, ellison said.	3.000
2819	main-news	MSRpar	2012test	560	none	none	we have found the smoking gun, investigating board member scott hubbard said.	we have found the smoking gun, said hubbard, director of nasa's ames research center in california.	3.600
2820	main-news	MSRpar	2012test	563	none	none	this child was literally neglected to death, armstrong county district attorney scott andreassi said.	armstrong county district attorney scott andreassi said the many family photos in the home did not include kristen.	1.800
2821	main-news	MSRpar	2012test	564	none	none	microsoft said friday that it is halting development of future macintosh versions of its internet explorer browser, citing competition from apple computer's safari browser.	microsoft will stop developing versions of its internet explorer browser software for macintosh computers, saying that apple's safari is now all that apple needs.	4.000
2822	main-news	MSRpar	2012test	565	none	none	chapman was not immediately arrested and is expected to appear for arraignment july 3.	mr. chapman, who hasn't been arrested, is expected to appear for arraignment next thursday, prosecutors said.	3.800
2823	main-news	MSRpar	2012test	566	none	none	president bush raised a record-breaking $49.5 million for his re-election campaign over the last three months, with contributions from 262,000 americans, the president's campaign chairman said tuesday.	president bush has raised $83.9 million since beginning his re-election campaign in may, and has $70 million of that left to spend, his campaign said tuesday.	2.400
2824	main-news	MSRpar	2012test	567	none	none	authorities in ohio, indiana and michigan have searched for the bodies.	so far, authorities also have searched areas in pennsylvania, ohio, indiana, and michigan.	2.800
2825	main-news	MSRpar	2012test	568	none	none	"he said european governments ""have blocked all new bio-crops because of unfounded, unscientific fears."	they have blocked all new bio-crops because of unfounded, unscientific fears, bush said.	3.200
2826	main-news	MSRpar	2012test	569	none	none	"one question was whether france, which infuriated washington by leading the charge against u.n. authorization for the war, would vote ""yes"" or abstain."	france, which infuriated washington by leading the charge against u.n. approval for the war, also sought changes.	3.000
2827	main-news	MSRpar	2012test	570	none	none	luzerne county district attorney david lupas told a news conference monday that authorities were ``continuing to make significant progress'' in the case.	"no charges have been filed in those deaths, but luzerne county district attorney david lupas said authorities were ""continuing to make significant progress"" in the case."	3.400
2828	main-news	MSRpar	2012test	571	none	none	the u.s. conference board said its latest measure of business confidence hit 60 after falling to 53 in its first quarter survey.	the conference board said its measure of business confidence, which had fallen to 53 in the first quarter of 2003, improved to 60 in the most recent second quarter.	3.800
2829	main-news	MSRpar	2012test	573	none	none	its legal representatives began meeting with plaintiffs' attorneys last week to discuss a settlement.	attorneys for both the archdiocese and the plaintiffs began meeting last week to reach the out-of-court settlement.	3.250
2830	main-news	MSRpar	2012test	574	none	none	seniors would then have to pay 50 percent of their drug costs up to $3,450.	above that, medicare would pay 90 percent of all drug costs.	1.500
2831	main-news	MSRpar	2012test	576	none	none	the flamboyant entrepreneur flagged the plan after a meeting in london with australian tourism minister joe hockey.	sir richard was speaking after a meeting in london with australian tourism minister joe hockey.	2.800
2832	main-news	MSRpar	2012test	577	none	none	"government bonds sold off sharply after greenspan told congress on tuesday that the u.s. economy ""could very well be embarking on a period of extended growth""."	"greenspan told congress on tuesday the u.s. economy ""could very well be embarking on a period of sustained growth""."	3.200
2833	main-news	MSRpar	2012test	579	none	none	for kathy nicolo (jennifer connelly), the house means stability and family.	kathy nicolo (jennifer connelly) is desperate that her family not find out that her life has fallen apart.	2.000
2834	main-news	MSRpar	2012test	581	none	none	the institute for supply management's index of nonmanufacturing activity rose unexpectedly in april, reports said.	the institute for supply management said its index of non-manufacturing activity rose to 50.7 from 47.9 in march.	3.400
2835	main-news	MSRpar	2012test	583	none	none	"who spokeswoman maria cheng agreed, saying: ""it looks very much like an isolated event."""	it looks very much like an isolated event, world health organization spokeswoman maria cheng said.	4.600
2836	main-news	MSRpar	2012test	584	none	none	police said her two small children were alone in the apartment for up to two days.	police said her two small children were alone there for up to two days as she lay dead.	3.250
2837	main-news	MSRpar	2012test	585	none	none	the priest, the rev. john f. johnston, 64, of 35th avenue in jackson heights, was charged with aggravated harassment and criminal possession of a weapon.	the rev. john johnston, 64, was charged with aggravated harassment in the phone call case and with criminal possession of a weapon, according to a police statement.	3.750
2838	main-news	MSRpar	2012test	587	none	none	the settlement includes $4.1 million in attorneys' fees and expenses.	plaintiffs' attorneys would get $4.1 million of the settlement.	4.500
2839	main-news	MSRpar	2012test	588	none	none	three no votes would kill it for now.	it would take three votes to kill the acc's expansion.	3.667
2840	main-news	MSRpar	2012test	589	none	none	some 660 prisoners from 42 countries, including canada, are held, many captured during the war against in afghanistan the al-qaida network.	some 660 prisoners from 42 countries are being held at the naval base at guantanamo bay, many captured during the war against al qaeda in afghanistan.	3.333
2841	main-news	MSRpar	2012test	590	none	none	to reach john a. dvorak, who covers kansas, call (816) 234-7743 or send e-mail to jdvorak@kctar.com.	to reach brad cooper, johnson county municipal reporter, call (816) 234-7724 or send e-mail to bcooper@kcstar.com.	1.000
2842	main-news	MSRpar	2012test	591	none	none	prosecutor jim hardin called the decision a victory for kathleen peterson's family.	members of kathleen peterson's family were not present.	1.000
2843	main-news	MSRpar	2012test	593	none	none	"and now it's anything he wants to say,"" alesha badgley, stone county nursing and rehabilitation center social director, said this week."	"and now it's anything he wants to say,"" confirmed stone county nursing and rehabilitation center social director alesha badgley."	5.000
2844	main-news	MSRpar	2012test	594	none	none	the national denomination of the episcopal church, with 2.3 million members, is the u.s. branch of the 77 million-member anglican communion.	the episcopal church, with 2.3 million members, is the american branch of the worldwide anglican communion, which has 77 million adherents.	5.000
2845	main-news	MSRpar	2012test	595	none	none	i feel confident saying that hp is no longer an integration story, fiorina said.	we still have a lot to do, but i feel confident that hp is no longer an integration story.	3.400
2846	main-news	MSRpar	2012test	596	none	none	british police arrested 21 people early tuesday in connection with the suspected ritual murder of an african boy whose torso was found in the thames river.	police have arrested 21 people in connection with the murder of a young nigerian child whose headless and limbless torso was found floating in the river thames.	3.500
2847	main-news	MSRpar	2012test	598	none	none	by late afternoon, the dow jones industrial average was up 12.81, or 0.1 percent, at 9,331.77, having gained 201 points monday to its highest level since july 2002.	in morning trading, the dow jones industrial average was down 8.76, or 0.1 percent, at 9,310.20, having gained 201 points monday.	1.250
2848	main-news	MSRpar	2012test	603	none	none	eric gagne pitched a perfect ninth for his 23rd save in as many opportunities.	gagne struck out two in a perfect ninth inning for his 23rd save.	3.250
2849	main-news	MSRpar	2012test	604	none	none	shares closed on nasdaq just below their 52-week high, at $32.17, up $1.54.	trading of echostar's stock closed tuesday at a 52-week high of $32.17, up $1.54.	3.250
2850	main-news	MSRpar	2012test	606	none	none	janice kelly said her husband had received assurances from senior mod officials that his name would not be made public.	she told the inquiry that her husband had received assurances from his line manager and senior ministry officials that when he came forward his name would not be made public.	3.750
2851	main-news	MSRpar	2012test	607	none	none	if convicted, they face up to five years in prison and a $250,000 fine on each of the 11 counts.	if convicted, each faces up to five years in prison and a fine of $250,000 or more based on the amount of gains involved.	3.250
2852	main-news	MSRpar	2012test	612	none	none	u.s. corporate bond yield spreads tightened in spotty trading on friday as wall street labored to get back on its feet after the largest power outage ever in north america.	u.s. stocks rose slightly on feather-light volume on friday, as wall street regrouped after the biggest-ever power outage in north america.	3.600
2853	main-news	MSRpar	2012test	613	none	none	evacuation went smoothly, although passengers weren't told what was going on, hunt said.	passengers were evacuated smoothly, although they were not told what was going on, he said.	4.400
2854	main-news	MSRpar	2012test	615	none	none	between 1993 and 2002, 142 allegations of sexual assault were reported.	from 1993 to 2002, there were 142 reported sexual assaults at the academy.	3.600
2855	main-news	MSRpar	2012test	616	none	none	"smith said simply ""oh, my god,"" in the seconds afterward, according to weinshall."	"in the seconds after the crash, she added, captain smith said simply, ""oh my god."""	3.750
2856	main-news	MSRpar	2012test	618	none	none	cooley said he expects muhammad will similarly be called as a witness at a pretrial hearing for malvo.	lee boyd malvo will be called as a witness wednesday in a pretrial hearing for fellow sniper suspect john allen muhammad.	2.500
2857	main-news	MSRpar	2012test	619	none	none	he really left us with a smile on his face and no last words, daughter linda hope said.	he really left us with a smile on his face and no last words ... he gave us each a kiss and that was it, she said.	3.250
2858	main-news	MSRpar	2012test	621	none	none	he also could be barred permanently from the securities industry.	young faces a fine, suspension or being permanently barred from the securities industry.	3.333
2859	main-news	MSRpar	2012test	622	none	none	they were an inspirational couple, selfless and courageous, said the oscar-winning film director.	he said: “they were an inspirational couple, selfless and courageous.	3.000
2860	main-news	MSRpar	2012test	624	none	none	a second victim, michael walker, 23, was struck in the torso, the bullet perforating his lung.	the other victim, michael walker, of 550 barbey street, was struck in the neck.	2.200
2861	main-news	MSRpar	2012test	626	none	none	in an interview, healey, who is a criminologist, acknowledged that much of the sentiment among legislators here and across the country was wariness toward capital punishment.	in an interview, ms. healey, who is a criminologist, said many lawmakers here and across the country shared a wariness toward capital punishment.	4.600
2862	main-news	MSRpar	2012test	627	none	none	franklin county judge-executive teresa barton said a firefighter was struck by lightning and was taken to the frankfort regional medical center.	a county firefighter, was struck by lightning and was in stable condition at frankfort regional medical center.	3.200
2863	main-news	MSRpar	2012test	628	none	none	police spokesman brig. gen. edward aritonang confirmed saturday that another two had been arrested, one in jakarta and another in magelang, central java.	brigadier general edward aritonang, a police spokesman, confirmed yesterday that another two had been arrested, one in jakarta and another in magelang, central java.	5.000
2864	main-news	MSRpar	2012test	629	none	none	federal judge william barbour said tuesday he imposed the maximum sentence because avants showed no remorse in the brutal slaying.	u.s. district judge william barbour said he imposed the maximum because avants showed no remorse.	3.600
2865	main-news	MSRpar	2012test	631	none	none	about 120 potential jurors were being asked to complete a lengthy questionnaire.	the jurors were taken into the courtroom in groups of 40 and asked to fill out a questionnaire.	3.200
2866	main-news	MSRpar	2012test	632	none	none	five alternate jurors were also chosen, with a final one set to be selected friday morning from the panel.	five alternate jurors also were selected, with a sixth alternate to be picked on friday.	4.600
2867	main-news	MSRpar	2012test	634	none	none	the california farm bureau did not immediately return calls seeking comment.	the california farm bureau did not immediately have an official response to tuesday's ruling.	3.800
2868	main-news	MSRpar	2012test	637	none	none	but the prime minister told the bbc he wasn't bothered by polls and that he would continue to do what he believed to be right.	he said he wasn't bothered by polls and that he would continue to do what he believed to be right, in both foreign and domestic policy.	3.400
2869	main-news	MSRpar	2012test	638	none	none	gen. sattler heads a combined joint task force based on ship in the gulf of aden and the indian ocean.	general sattler heads a combined joint task force aboard the command ship mount whitney.	3.600
2870	main-news	MSRpar	2012test	641	none	none	wall street analysts had expected 22 cents a share, according to thomson first call.	the results were 3 cents a share lower than the forecast of analysts surveyed by thomson first call.	2.200
2871	main-news	MSRpar	2012test	642	none	none	the legal ruling follows three days of intense speculation hewlett-packard co. may be bidding for the company.	the legal ruling follows three days of wild volatility in rim's stock over speculation that pc giant hewlett-packard co. may be bidding for the company.	3.600
2872	main-news	MSRpar	2012test	644	none	none	the findings were published in the july 1 issue of the annals of internal medicine.	the findings are being published today in the annals of internal medicine.	3.800
2873	main-news	MSRpar	2012test	645	none	none	the measures could be taken up by the full senate as early as friday.	ratliff said he hopes to bring the two measures to the full senate by friday.	4.000
2874	main-news	MSRpar	2012test	646	none	none	enron spokesman eric thode declined to comment on the mediation order.	we think it's great news, said enron spokesman eric thode.	1.733
2875	main-news	MSRpar	2012test	647	none	none	labor department analysts think the payroll statistics from the survey of businesses provide a more accurate picture of the economy because the survey figures are based on a larger sample.	the analysts said they believe the payroll statistics provide a more accurate picture of the economy because they are based on a larger sample.	4.000
2876	main-news	MSRpar	2012test	648	none	none	the parents want her kept alive; her husband says she never wanted to be kept alive artificially.	michael schiavo has argued that his wife never wanted to be kept alive artificially.	2.800
2877	main-news	MSRpar	2012test	649	none	none	"earlier, he told france inter-radio, ""i think we can now qualify what is happening as a genuine epidemic."""	i think we can now qualify what is happening as a genuine epidemic, health minister jean-francois mattei said on france inter radio.	3.200
2878	main-news	MSRpar	2012test	650	none	none	terri schiavo, 39, is expected to die sometime in the next two weeks in the tampa-area hospice where she has spent the past several years.	terri schiavo, 39, underwent the procedure at the tampa bay area hospice where she has been living for several years, said her father, bob schindler.	1.800
2879	main-news	MSRpar	2012test	652	none	none	prior to joining kodak, palumbo worked for procter & gamble corp., where he managed products such as folgers and pantene shampoo.	prior to joining eastman kodak, mr. palumbo held senior marketing positions for procter & gamble.	3.750
2880	main-news	MSRpar	2012test	653	none	none	mr mcdevitt has been granted control of three crucial aspects of policing in the solomons.	mr mcdevitt has been granted control of three aspects of policing by commissioner william morrell.	3.750
2881	main-news	MSRpar	2012test	655	none	none	officials with north carolina speedway at rockingham could not be reached.	nascar officials could not be reached for comment tuesday.	2.909
2882	main-news	MSRpar	2012test	656	none	none	they said the child was taken to nassau county medical center for observation.	"the boy was taken to nassau university medical center, where staff said he was ""doing okay."""	3.400
2883	main-news	MSRpar	2012test	657	none	none	tisha kresler, a spokeswoman for global crossing, declined to comment.	a global crossing representative had no immediate comment.	3.600
2884	main-news	MSRpar	2012test	659	none	none	the unions also staged a five-day strike in march that forced all but one of yale's dining halls to close.	the unions also staged a five-day strike in march; strikes have preceded eight of the last 10 contracts.	2.600
2885	main-news	MSRpar	2012test	660	none	none	gov. rick perry has said that while he opposes gambling expansion, he would be reluctant to veto continuation of the lottery commission.	"gov. rick perry opposes expansion of gambling but has said he would be ""hard-pressed"" to veto the lottery sunset bill."	3.800
2886	main-news	MSRpar	2012test	661	none	none	in midafternoon trading, the nasdaq composite index was up 8.34, or 0.5 percent, to 1,790.47.	the nasdaq composite index .ixic dipped 8.59 points, or 0.48 percent, to 1,773.54.	1.600
2887	main-news	MSRpar	2012test	662	none	none	in kentucky, democratic attorney general ben chandler faces u.s. rep. ernie fletcher.	kentucky: republican ernie fletcher, a three-term house member, is battling democratic state attorney general ben chandler.	3.800
2888	main-news	MSRpar	2012test	663	none	none	the dow jones industrial average fell 98.32, or about 1.1 percent, to 9011.53.	the dow jones industrial average finished the day down 98.32 points at 9,011.53.	3.400
2889	main-news	MSRpar	2012test	664	none	none	enron's 401(k) plan covered about 20,000 workers, retirees and beneficiaries.	enron's stock comprised as much as 61% of the workers' 401(k) portfolios.	2.500
2890	main-news	MSRpar	2012test	665	none	none	the us senate judiciary committee overcame a significant hurdle yesterday in the battle to create a trust fund to pay victims of asbestos exposure.	the senate judiciary committee on tuesday overcame a significant hurdle in the battle to create a trust fund to pay victims of asbestos exposure but the most difficult obstacles remain.	3.750
2891	main-news	MSRpar	2012test	666	none	none	but she didn't say whether she'll certify the two-year $117.4 billion budget for 2004-05.	she said she didn't know yet whether she would certify the budget.	3.167
2892	main-news	MSRpar	2012test	667	none	none	it would be difficult to overestimate the potential dangers of the remote procedure call (rpc) vulnerability.	the flaw involves the remote procedure call (rpc) protocol, which deals with inter-computer communications.	2.500
2893	main-news	MSRpar	2012test	668	none	none	although obesity can increase the risk of health problems, skeptics argue, so do smoking and high cholesterol.	although obesity can increase the risk of a host of health problems, skeptics argue, so do smoking and high cholesterol, which are not considered diseases.	4.250
2894	main-news	MSRpar	2012test	669	none	none	michelle wie chips sunday during her 1-up victory over virada nirapathpongporn in the 27th u.s. women's amateur public links championship.	now she has her first trophy after victory in the us women's amateur public links here on sunday.	2.750
2895	main-news	MSRpar	2012test	670	none	none	sony said the psp would also feature a 4.5-inch lcd screen, memory stick expansion slots.	it also features a 4.5 in back-lit lcd screen and memory expansion facilities.	2.750
2896	main-news	MSRpar	2012test	671	none	none	at one of the three sampling sites at huntington beach, the bacteria reading came back at 160 on june 16 and at 120 on june 23.	the readings came back at 160 on june 16 and 120 at june 23 at one of three sampling sites at huntington beach.	3.250
2897	main-news	MSRpar	2012test	673	none	none	where long-lines used to catch 10 fish per 100 hooks in past decades, they are now lucky to catch one, the study found.	whereas long lines used to catch 10 fish per 100 hooks, now they are lucky to catch one, myers said.	4.200
2898	main-news	MSRpar	2012test	675	none	none	carnival corp. stock was trading at $31.29 during midday trading wednesday, down 72 cents or 2.25 percent.	carnival corp. stock was down 2.5 percent, or 81 cents, at $31.20 on the new york stock exchange.	3.200
2899	main-news	MSRpar	2012test	676	none	none	but senate criticism of the house plan tuesday came on several fronts.	and several senate republicans are cranky about the house map.	2.750
2900	main-news	MSRpar	2012test	677	none	none	as a result, murphy sought to substitute strier's sister, ethel celnik, as the trustee.	murphy said strier's sister, ethel celnik, was in the courtroom at the time, but strier was not.	1.750
2901	main-news	MSRpar	2012test	679	none	none	the rule bars groups from airing ads that promote, support, attack or oppose a candidate at any time.	it upheld fallback rules that bar the same groups from airing ads that promote, support, attack or oppose a candidate at any time.	3.750
2902	main-news	MSRpar	2012test	680	none	none	cisco pared spending to compensate for sluggish sales.	in response to sluggish sales, cisco pared spending.	4.800
2903	main-news	MSRpar	2012test	681	none	none	kansas city drafted outfielder chris lubanski, from kennedy-kenrick high school in pennsylvania, with the fifth pick.	the royals chose chris lubanski, a high school outfielder from pennsylvania who hit .528, with the fifth pick.	3.400
2904	main-news	MSRpar	2012test	682	none	none	sterling was down 0.8 percent against the dollar at $1.5875 gbp= .	the dollar rose 0.15 percent against the japanese currency to 115.97 yen.	0.800
2905	main-news	MSRpar	2012test	683	none	none	the dow jones industrial average .dji rose 41.61 points, or 0.44 percent, to 9,415.82.	the dow jones rose 41.61 points friday, a gain of 0.4% for the day and 0.7% for the week.	4.000
2907	main-news	MSRpar	2012test	685	none	none	there were a number of bureaucratic and administrative missed signals -- there's not one person who's responsible here, gehman said.	in turning down the nima offer, gehman said, ''there were a number of bureaucratic and administrative missed signals here.	3.750
2908	main-news	MSRpar	2012test	686	none	none	devries did make one stop in town wednesday - registering as a sex offender at the soledad police department.	convicted child molester brian devries spoke out in response to community outrage wednesday afternoon after registering as a sex offender at the soledad police department.	3.250
2909	main-news	MSRpar	2012test	687	none	none	at 5 p.m. edt, grace's center was near latitude 25.6 north, longitude 93.7 west or about 280 miles east-southeast of corpus christi.	at 11 a.m. edt, fabian's center was near latitude 18.1 north and longitude 53.2 west, or about 550 miles east of the leewards.	1.250
2910	main-news	MSRpar	2012test	688	none	none	on saturday, a 149mph serve against agassi equalled rusedski's world record.	on saturday, roddick equalled the world record with a 149 m.p.h. serve in beating andre agassi.	3.500
2911	main-news	MSRpar	2012test	690	none	none	the broader standard & poor's 500 index .spx climbed 10 points, or 1.10 percent, to 943.	the nasdaq composite index .ixic jumped 43.64 points, or 2.89 percent, to 1,553.73.	1.000
2912	main-news	MSRpar	2012test	691	none	none	october heating oil futures settled .85 cent lower at 69.89 cents a gallon.	october heating oil ended down 0.41 cent to 70.74 cents a gallon.	2.500
2913	main-news	MSRpar	2012test	692	none	none	mr levine confirmed that ms cohen alon had tried to sell the story during the world cup.	ms cohen alon's lawyer, donald levine, confirmed she tried to sell the story in february.	3.438
2914	main-news	MSRpar	2012test	693	none	none	"mr. bankhead said the crime scenes indicated that the killer was ""very methodical."""	gbi spokesman john bankhead said the murder scenes showed that the killer was very methodical.	4.000
2915	main-news	MSRpar	2012test	694	none	none	this moves us a lot closer to saying that the foam can do this kind of damage, said hubbard, a member of the columbia accident investigation board.	i think this moves us a lot closer toward saying that foam can do this kind of damage, hubbard said.	3.600
2916	main-news	MSRpar	2012test	695	none	none	we had nothing to do with @stake's internal personnel decision, microsoft spokesman sean sundwell said.	microsoft had absolutely nothing to do with atstake's internal personnel decision, sundwall said.	4.200
2917	main-news	MSRpar	2012test	696	none	none	egyptologists cast doubt tuesday on an expedition's claim that it may have found the mummy of queen nefertiti, one of the best-known ancient egyptians.	egyptologists think they may have identified the long-sought mummy of queen nefertiti, one of the ancient world's legendary beauties.	2.600
